scene,camera_id,repeat_id,variant,renderer_type,width,height,pixel_sample_cnt,area_light_sample_cnt,max_depth,seed,nn_search_radius,kdop_size,max_triangles_per_leaf,bin_count,build_time_ms,init_time_ms,memcopy_time_ms,morton_construction_time_ms,morton_sort_time_ms,nn_search_time_ms,match_and_classify_time_ms,prefix_scan_time_ms,merge_and_compact_time_ms,sobb_refit_time_ms,kernel_time_ms,node_count,inner_node_count,leaf_node_count,bvh_cost,memory_consumption_bytes,frame_time_s,raytracing_time_s,primary_ray_count,secondary_ray_count,shadow_ray_count,query_count,intersection_count,traversal_count,stats_path
Dragon,cam0,0,ploc,gpu,1024,768,32,2,8,42,25,32,4,16,16.3392333984375,2.61445,3.879979,0.033384,0.941884,0.217558,0.213645,6.811793,0.223211,0.0,8.820086,1742615,871307,871308,100.42399597167969,71474.453125,1.8164327144622803,1.635541319847107,25165824,11229920,44919680,81262080,328230595,3768471406,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc/repeat_00/stats.json
Dragon,cam0,1,ploc,gpu,1024,768,32,2,8,43,25,32,4,16,14.561485290527344,2.545307,3.388645,0.049588,0.924353,0.226984,0.207153,5.763194,0.245351,0.0,7.790415,1742615,871307,871308,100.42399597167969,71474.453125,1.7521260976791382,1.5791923999786377,25165824,11229920,44919680,81262080,328230512,3768505232,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc/repeat_01/stats.json
Dragon,cam0,2,ploc,gpu,1024,768,32,2,8,44,25,32,4,16,14.102274894714355,2.419104,3.320626,0.033175,0.882728,0.22349,0.215112,5.567559,0.217065,0.0,7.511944,1742615,871307,871308,100.42399597167969,71474.453125,1.750866174697876,1.5791255235671997,25165824,11229920,44919680,81262080,328231405,3768541392,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc/repeat_02/stats.json
Dragon,cam0,3,ploc,gpu,1024,768,32,2,8,45,25,32,4,16,14.339038848876953,2.435865,3.363781,0.031499,0.891807,0.224058,0.215743,5.666598,0.229351,0.0,7.633827,1742615,871307,871308,100.42399597167969,71474.453125,1.7602940797805786,1.5752809047698975,25165824,11229920,44919680,81262080,328246058,3768550633,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc/repeat_03/stats.json
Dragon,cam0,4,ploc,gpu,1024,768,32,2,8,46,25,32,4,16,14.485076904296875,2.547472,3.411136,0.033733,0.943001,0.22769,0.215252,5.708854,0.232078,0.0,7.71261,1742615,871307,871308,100.42399597167969,71474.453125,1.7430851459503174,1.5606322288513184,25165824,11229920,44919680,81262080,328225779,3768399541,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc/repeat_04/stats.json
Dragon,cam0,0,ploc_emc1,gpu,1024,768,32,2,8,42,25,32,4,16,14.100319862365723,2.434469,3.321595,0.032895,0.882658,0.225309,0.209383,5.551085,0.217483,0.0,7.490231,1742615,871307,871308,100.93843078613281,71474.453125,1.8582117557525635,1.6817501783370972,25165824,11229920,44919680,81262080,325973719,3798059474,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1/repeat_00/stats.json
Dragon,cam0,1,ploc_emc1,gpu,1024,768,32,2,8,43,25,32,4,16,14.257463455200195,2.559065,3.344431,0.031918,0.943141,0.221192,0.210085,5.55066,0.222377,0.0,7.567064,1742615,871307,871308,100.93843078613281,71474.453125,1.7352591753005981,1.5611484050750732,25165824,11229920,44919680,81262080,325990061,3798114282,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1/repeat_01/stats.json
Dragon,cam0,2,ploc_emc1,gpu,1024,768,32,2,8,44,25,32,4,16,14.297203063964844,2.45612,3.378239,0.033315,0.884753,0.22224,0.212314,5.638521,0.226978,0.0,7.598059,1742615,871307,871308,100.93843078613281,71474.453125,1.744252324104309,1.5664955377578735,25165824,11229920,44919680,81262080,325990927,3798097998,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1/repeat_02/stats.json
Dragon,cam0,3,ploc_emc1,gpu,1024,768,32,2,8,45,25,32,4,16,14.387857437133789,2.506405,3.383202,0.031499,0.88217,0.232367,0.212115,5.669391,0.233259,0.0,7.636478,1742615,871307,871308,100.93843078613281,71474.453125,1.7374813556671143,1.5642715692520142,25165824,11229920,44919680,81262080,325992393,3798014089,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1/repeat_03/stats.json
Dragon,cam0,4,ploc_emc1,gpu,1024,768,32,2,8,46,25,32,4,16,14.191673278808594,2.432164,3.349184,0.032406,0.898163,0.224888,0.211126,5.597951,0.222795,0.0,7.5621,1742615,871307,871308,100.93843078613281,71474.453125,1.741166114807129,1.5683987140655518,25165824,11229920,44919680,81262080,325981364,3798017739,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1/repeat_04/stats.json
Dragon,cam0,0,ploc_emc2,gpu,1024,768,32,2,8,42,25,32,4,16,14.140896797180176,2.48231,3.311748,0.038134,0.912131,0.214136,0.216089,5.553248,0.214069,0.0,7.543181,1742615,871307,871308,100.69798278808594,71474.453125,1.8401023149490356,1.667027473449707,25165824,11229920,44919680,81262080,342686146,3910037054,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2/repeat_00/stats.json
Dragon,cam0,1,ploc_emc2,gpu,1024,768,32,2,8,43,25,32,4,16,14.290778160095215,2.529244,3.324248,0.050565,0.925191,0.215735,0.209809,5.617921,0.219937,0.0,7.61316,1742615,871307,871308,100.69798278808594,71474.453125,1.8411357402801514,1.665481448173523,25165824,11229920,44919680,81262080,342705731,3910104112,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2/repeat_01/stats.json
Dragon,cam0,2,ploc_emc2,gpu,1024,768,32,2,8,44,25,32,4,16,14.286866188049316,2.483986,3.332005,0.043861,0.895928,0.230546,0.23027,5.620497,0.220485,0.0,7.609513,1742615,871307,871308,100.69798278808594,71474.453125,1.8514680862426758,1.6767853498458862,25165824,11229920,44919680,81262080,342730118,3910158326,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2/repeat_02/stats.json
Dragon,cam0,3,ploc_emc2,gpu,1024,768,32,2,8,45,25,32,4,16,14.203544616699219,2.522679,3.318171,0.052381,0.904588,0.218532,0.204491,5.569658,0.21931,0.0,7.556441,1742615,871307,871308,100.69798278808594,71474.453125,1.8626896142959595,1.6851465702056885,25165824,11229920,44919680,81262080,342702313,3910032626,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2/repeat_03/stats.json
Dragon,cam0,4,ploc_emc2,gpu,1024,768,32,2,8,46,25,32,4,16,14.179658889770508,2.471135,3.345693,0.040648,0.903052,0.212947,0.207505,5.588869,0.215736,0.0,7.537032,1742615,871307,871308,100.69798278808594,71474.453125,1.8615413904190063,1.685102105140686,25165824,11229920,44919680,81262080,342717083,3910113945,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2/repeat_04/stats.json
Dragon,cam0,0,ploc_sobb,gpu,1024,768,32,2,8,42,25,32,4,16,33.01195526123047,2.408626,3.911689,0.032476,0.874138,0.215324,0.206593,5.59864,0.218258,0.7538,7.70947,1742615,871307,871308,119.36175537109375,78281.5390625,2.8046445846557617,2.602943181991577,25165824,11229920,44919680,81262080,229137432,3361922355,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_sobb/repeat_00/stats.json
Dragon,cam0,1,ploc_sobb,gpu,1024,768,32,2,8,43,25,32,4,16,34.0382080078125,2.427414,3.876695,0.032895,0.875255,0.225165,0.21672,5.588447,0.226358,0.712314,7.688581,1742615,871307,871308,119.36175537109375,78281.5390625,2.7964401245117188,2.5930981636047363,25165824,11229920,44919680,81262080,229142136,3361916741,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_sobb/repeat_01/stats.json
Dragon,cam0,2,ploc_sobb,gpu,1024,768,32,2,8,44,25,32,4,16,33.223575592041016,2.474977,3.929431,0.031987,0.891039,0.220347,0.208126,5.617288,0.221327,0.754429,7.73844,1742615,871307,871308,119.36175537109375,78281.5390625,2.8069450855255127,2.604496955871582,25165824,11229920,44919680,81262080,229140425,3361959069,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_sobb/repeat_02/stats.json
Dragon,cam0,3,ploc_sobb,gpu,1024,768,32,2,8,45,25,32,4,16,34.133750915527344,2.462126,3.88535,0.032476,0.87295,0.237943,0.205482,5.592219,0.222664,0.71413,7.70745,1742615,871307,871308,119.36175537109375,78281.5390625,2.80385684967041,2.5984647274017334,25165824,11229920,44919680,81262080,229142203,3361974692,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_sobb/repeat_03/stats.json
Dragon,cam0,4,ploc_sobb,gpu,1024,768,32,2,8,46,25,32,4,16,33.12411880493164,2.422107,3.929779,0.033803,0.886849,0.227275,0.215313,5.595011,0.21679,0.748004,7.711565,1742615,871307,871308,119.36175537109375,78281.5390625,2.8157758712768555,2.6124203205108643,25165824,11229920,44919680,81262080,229136700,3361897359,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_sobb/repeat_04/stats.json
Dragon,cam0,0,ploc_emc1_sobb,gpu,1024,768,32,2,8,42,25,32,4,16,33.18606948852539,2.438169,3.902681,0.031429,0.874347,0.223356,0.208621,5.675116,0.237181,0.75855,7.790344,1742615,871307,871308,119.79247283935547,78281.5390625,2.817495822906494,2.614881992340088,25165824,11229920,44919680,81262080,228452960,3394931375,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1_sobb/repeat_00/stats.json
Dragon,cam0,1,ploc_emc1_sobb,gpu,1024,768,32,2,8,43,25,32,4,16,33.192073822021484,2.395287,3.930336,0.031987,0.870296,0.218115,0.220217,5.613723,0.225444,0.770004,7.717212,1742615,871307,871308,119.79247283935547,78281.5390625,2.8063788414001465,2.605281352996826,25165824,11229920,44919680,81262080,228461596,3394969620,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1_sobb/repeat_01/stats.json
Dragon,cam0,2,ploc_emc1_sobb,gpu,1024,768,32,2,8,44,25,32,4,16,33.22818374633789,2.399128,3.908683,0.032895,0.865756,0.21979,0.214271,5.679864,0.225377,0.716086,7.774336,1742615,871307,871308,119.79247283935547,78281.5390625,2.8363022804260254,2.629507541656494,25165824,11229920,44919680,81262080,228453715,3394956073,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1_sobb/repeat_02/stats.json
Dragon,cam0,3,ploc_emc1_sobb,gpu,1024,768,32,2,8,45,25,32,4,16,34.310306549072266,2.423642,3.910646,0.032476,0.870506,0.218051,0.208619,5.641242,0.221046,0.718531,7.730559,1742615,871307,871308,119.79247283935547,78281.5390625,2.832709550857544,2.6282079219818115,25165824,11229920,44919680,81262080,228456003,3394887188,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1_sobb/repeat_03/stats.json
Dragon,cam0,4,ploc_emc1_sobb,gpu,1024,768,32,2,8,46,25,32,4,16,33.36423110961914,2.465967,3.956111,0.040578,0.884754,0.231732,0.217203,5.66318,0.222727,0.751425,7.801027,1742615,871307,871308,119.79247283935547,78281.5390625,2.814368724822998,2.611649513244629,25165824,11229920,44919680,81262080,228451109,3394938684,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc1_sobb/repeat_04/stats.json
Dragon,cam0,0,ploc_emc2_sobb,gpu,1024,768,32,2,8,42,25,32,4,16,34.37113952636719,2.522818,3.873764,0.042045,0.910176,0.227974,0.214755,5.617704,0.216574,0.719997,7.768895,1742615,871307,871308,119.62223052978516,78281.5390625,2.978581190109253,2.773486852645874,25165824,11230112,44920448,81263008,236150025,3478223695,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2_sobb/repeat_00/stats.json
Dragon,cam0,1,ploc_emc2_sobb,gpu,1024,768,32,2,8,43,25,32,4,16,33.27930450439453,2.488595,3.91475,0.040857,0.89914,0.214553,0.21329,5.623433,0.221754,0.774404,7.765684,1742615,871307,871308,119.62223052978516,78281.5390625,2.9799680709838867,2.775822877883911,25165824,11230112,44920448,81263008,236157569,3478247226,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2_sobb/repeat_01/stats.json
Dragon,cam0,2,ploc_emc2_sobb,gpu,1024,768,32,2,8,44,25,32,4,16,33.38371658325195,2.495649,3.933413,0.03995,0.910316,0.220981,0.206724,5.664987,0.224958,0.770492,7.82623,1742615,871307,871308,119.62223052978516,78281.5390625,2.973919630050659,2.7672314643859863,25165824,11230112,44920448,81263008,236153429,3478264488,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2_sobb/repeat_02/stats.json
Dragon,cam0,3,ploc_emc2_sobb,gpu,1024,768,32,2,8,45,25,32,4,16,33.20673751831055,2.443826,3.90051,0.040647,0.896836,0.212666,0.204844,5.613236,0.218333,0.754429,7.73349,1742615,871307,871308,119.62223052978516,78281.5390625,2.9760515689849854,2.7706589698791504,25165824,11230112,44920448,81263008,236147298,3478226198,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2_sobb/repeat_03/stats.json
Dragon,cam0,4,ploc_emc2_sobb,gpu,1024,768,32,2,8,46,25,32,4,16,34.351932525634766,2.478538,3.898278,0.040438,0.893064,0.218044,0.213998,5.660583,0.21616,0.726003,7.779091,1742615,871307,871308,119.62223052978516,78281.5390625,3.005192279815674,2.800337553024292,25165824,11230112,44920448,81263008,236150671,3478267342,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam0/ploc_emc2_sobb/repeat_04/stats.json
Dragon,cam1,0,ploc,gpu,1024,768,32,2,8,42,25,32,4,16,14.266329765319824,2.427554,3.367974,0.033384,0.894461,0.22251,0.208685,5.670237,0.220836,0.0,7.612939,1742615,871307,871308,100.42399597167969,71474.453125,2.7486324310302734,2.573577880859375,25165824,24806560,99226240,148994368,689304524,8208324664,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc/repeat_00/stats.json
Dragon,cam1,1,ploc,gpu,1024,768,32,2,8,43,25,32,4,16,14.26374626159668,2.480354,3.346946,0.033384,0.893134,0.215949,0.20506,5.620077,0.220419,0.0,7.578017,1742615,871307,871308,100.42399597167969,71474.453125,2.7521800994873047,2.5748515129089355,25165824,24806560,99226240,148994368,689314294,8208285834,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc/repeat_01/stats.json
Dragon,cam1,2,ploc,gpu,1024,768,32,2,8,44,25,32,4,16,14.274500846862793,2.430208,3.35953,0.032895,0.890131,0.220424,0.218887,5.66352,0.220346,0.0,7.618109,1742615,871307,871308,100.42399597167969,71474.453125,2.7511885166168213,2.5708372592926025,25165824,24806560,99226240,148994368,689286706,8208062789,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc/repeat_02/stats.json
Dragon,cam1,3,ploc,gpu,1024,768,32,2,8,45,25,32,4,16,14.440444946289062,2.487687,3.388921,0.034362,0.920652,0.221948,0.211837,5.701662,0.236136,0.0,7.704929,1742615,871307,871308,100.42399597167969,71474.453125,2.7595434188842773,2.581272602081299,25165824,24806560,99226240,148994368,689255441,8207965877,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc/repeat_03/stats.json
Dragon,cam1,4,ploc,gpu,1024,768,32,2,8,46,25,32,4,16,14.486261367797852,2.49991,3.390316,0.033105,0.894042,0.227402,0.222867,5.677909,0.239061,0.0,7.68934,1742615,871307,871308,100.42399597167969,71474.453125,2.7578272819519043,2.5816004276275635,25165824,24806560,99226240,148994368,689286116,8208140099,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc/repeat_04/stats.json
Dragon,cam1,0,ploc_emc1,gpu,1024,768,32,2,8,42,25,32,4,16,14.374025344848633,2.477979,3.38382,0.032407,0.899839,0.230751,0.211764,5.635308,0.219092,0.0,7.606306,1742615,871307,871308,100.93843078613281,71474.453125,2.7475569248199463,2.5697500705718994,25165824,24806560,99226240,148994368,689896365,8381308466,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1/repeat_00/stats.json
Dragon,cam1,1,ploc_emc1,gpu,1024,768,32,2,8,43,25,32,4,16,14.433389663696289,2.560043,3.389059,0.032477,0.900746,0.219438,0.208901,5.656821,0.224407,0.0,7.620704,1742615,871307,871308,100.93843078613281,71474.453125,2.7575318813323975,2.5818605422973633,25165824,24806560,99226240,148994368,689888786,8381243069,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1/repeat_01/stats.json
Dragon,cam1,2,ploc_emc1,gpu,1024,768,32,2,8,44,25,32,4,16,14.341268539428711,2.457306,3.365522,0.033384,0.888245,0.224951,0.213374,5.659327,0.254792,0.0,7.640533,1742615,871307,871308,100.93843078613281,71474.453125,2.764882802963257,2.589148998260498,25165824,24806560,99226240,148994368,689860220,8381050107,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1/repeat_02/stats.json
Dragon,cam1,3,ploc_emc1,gpu,1024,768,32,2,8,45,25,32,4,16,14.458742141723633,2.507802,3.385986,0.032895,0.892575,0.223566,0.222372,5.742307,0.225166,0.0,7.713091,1742615,871307,871308,100.93843078613281,71474.453125,2.7652738094329834,2.587921619415283,25165824,24806560,99226240,148994368,689866412,8381128817,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1/repeat_03/stats.json
Dragon,cam1,4,ploc_emc1,gpu,1024,768,32,2,8,46,25,32,4,16,14.33798599243164,2.466595,3.392133,0.032965,0.888245,0.221045,0.211406,5.648164,0.223773,0.0,7.603651,1742615,871307,871308,100.93843078613281,71474.453125,2.771662712097168,2.59586501121521,25165824,24806560,99226240,148994368,689871806,8381230733,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1/repeat_04/stats.json
Dragon,cam1,0,ploc_emc2,gpu,1024,768,32,2,8,42,25,32,4,16,14.358380317687988,2.528754,3.395003,0.040928,0.914436,0.218675,0.211132,5.629857,0.219298,0.0,7.611611,1742615,871307,871308,100.69798278808594,71474.453125,3.134892225265503,2.957919120788574,25165824,24806560,99226240,148994368,781387873,8932696152,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2/repeat_00/stats.json
Dragon,cam1,1,ploc_emc2,gpu,1024,768,32,2,8,43,25,32,4,16,14.296151161193848,2.487687,3.328581,0.044349,0.902213,0.215818,0.204919,5.674276,0.236408,0.0,7.669306,1742615,871307,871308,100.69798278808594,71474.453125,3.144916534423828,2.9703774452209473,25165824,24806560,99226240,148994368,781414166,8932875119,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2/repeat_01/stats.json
Dragon,cam1,2,ploc_emc2,gpu,1024,768,32,2,8,44,25,32,4,16,14.326810836791992,2.506055,3.339474,0.041067,0.907032,0.216852,0.208554,5.680702,0.215608,0.0,7.638088,1742615,871307,871308,100.69798278808594,71474.453125,3.1441633701324463,2.963648796081543,25165824,24806560,99226240,148994368,781427857,8932778492,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2/repeat_02/stats.json
Dragon,cam1,3,ploc_emc2,gpu,1024,768,32,2,8,45,25,32,4,16,14.343013763427734,2.522678,3.355892,0.041974,0.924563,0.217836,0.209593,5.662056,0.227966,0.0,7.666859,1742615,871307,871308,100.69798278808594,71474.453125,3.1567721366882324,2.9810867309570312,25165824,24806560,99226240,148994368,781374911,8932684472,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2/repeat_03/stats.json
Dragon,cam1,4,ploc_emc2,gpu,1024,768,32,2,8,46,25,32,4,16,14.34748363494873,2.544329,3.337658,0.041346,0.917858,0.216652,0.206246,5.676232,0.219857,0.0,7.682853,1742615,871307,871308,100.69798278808594,71474.453125,3.1468241214752197,2.9735076427459717,25165824,24806560,99226240,148994368,781386299,8932824951,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2/repeat_04/stats.json
Dragon,cam1,0,ploc_sobb,gpu,1024,768,32,2,8,42,25,32,4,16,33.386924743652344,2.439008,3.991514,0.033593,0.87281,0.220486,0.207851,5.650463,0.22272,0.76246,7.744655,1742615,871307,871308,119.36175537109375,78281.5390625,4.587215423583984,4.383485317230225,25165824,24806368,99225472,148993440,490565264,7305051839,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_sobb/repeat_00/stats.json
Dragon,cam1,1,ploc_sobb,gpu,1024,768,32,2,8,43,25,32,4,16,33.41109085083008,2.45549,3.961691,0.032895,0.872391,0.243255,0.211272,5.664082,0.221337,0.733337,7.788599,1742615,871307,871308,119.36175537109375,78281.5390625,4.567978382110596,4.364747047424316,25165824,24806368,99225472,148993440,490570494,7305001446,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_sobb/repeat_01/stats.json
Dragon,cam1,2,ploc_sobb,gpu,1024,768,32,2,8,44,25,32,4,16,34.50138473510742,2.500887,3.969084,0.033384,0.878258,0.221123,0.213511,5.673234,0.226637,0.725864,7.789026,1742615,871307,871308,119.36175537109375,78281.5390625,4.591538429260254,4.385807991027832,25165824,24806368,99225472,148993440,490565123,7304902502,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_sobb/repeat_02/stats.json
Dragon,cam1,3,ploc_sobb,gpu,1024,768,32,2,8,45,25,32,4,16,33.41011047363281,2.439077,3.935506,0.032895,0.889782,0.219295,0.208337,5.675535,0.222309,0.757083,7.777063,1742615,871307,871308,119.36175537109375,78281.5390625,4.617855548858643,4.412708759307861,25165824,24806368,99225472,148993440,490546663,7304789859,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_sobb/repeat_03/stats.json
Dragon,cam1,4,ploc_sobb,gpu,1024,768,32,2,8,46,25,32,4,16,34.673614501953125,2.520513,3.957506,0.034082,0.880214,0.242211,0.231104,5.766121,0.228868,0.717203,7.933092,1742615,871307,871308,119.36175537109375,78281.5390625,4.62116813659668,4.416891574859619,25165824,24806368,99225472,148993440,490561729,7304927215,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_sobb/repeat_04/stats.json
Dragon,cam1,0,ploc_emc1_sobb,gpu,1024,768,32,2,8,42,25,32,4,16,33.669639587402344,2.487478,3.974552,0.033384,0.891108,0.222795,0.210783,5.693477,0.223276,0.760645,7.824547,1742615,871307,871308,119.79247283935547,78281.5390625,4.534287929534912,4.329427242279053,25165824,24806368,99225472,148993440,490894387,7441036010,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1_sobb/repeat_00/stats.json
Dragon,cam1,1,ploc_emc1_sobb,gpu,1024,768,32,2,8,43,25,32,4,16,34.54552459716797,2.454511,3.955272,0.032197,0.873299,0.221956,0.209671,5.675742,0.222925,0.722162,7.773501,1742615,871307,871308,119.79247283935547,78281.5390625,4.497076034545898,4.292094707489014,25165824,24806368,99225472,148993440,490903936,7441020093,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1_sobb/repeat_01/stats.json
Dragon,cam1,2,ploc_emc1_sobb,gpu,1024,768,32,2,8,44,25,32,4,16,33.57996368408203,2.367699,3.962525,0.033105,0.877908,0.221745,0.222795,5.684963,0.23411,0.720346,7.81555,1742615,871307,871308,119.79247283935547,78281.5390625,4.537060260772705,4.335385799407959,25165824,24806368,99225472,148993440,490890652,7440917565,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1_sobb/repeat_02/stats.json
Dragon,cam1,3,ploc_emc1_sobb,gpu,1024,768,32,2,8,45,25,32,4,16,33.69457244873047,2.466874,3.9179,0.031499,0.873438,0.220003,0.211273,5.681677,0.225796,0.722721,7.787333,1742615,871307,871308,119.79247283935547,78281.5390625,4.5648884773254395,4.358102798461914,25165824,24806368,99225472,148993440,490886756,7440968733,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1_sobb/repeat_03/stats.json
Dragon,cam1,4,ploc_emc1_sobb,gpu,1024,768,32,2,8,46,25,32,4,16,33.55558776855469,2.441591,3.988093,0.032826,0.871762,0.24173,0.226838,5.635237,0.225446,0.77573,7.782654,1742615,871307,871308,119.79247283935547,78281.5390625,4.576026439666748,4.368292331695557,25165824,24806368,99225472,148993440,490891487,7441039214,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc1_sobb/repeat_04/stats.json
Dragon,cam1,0,ploc_emc2_sobb,gpu,1024,768,32,2,8,42,25,32,4,16,34.62290573120117,2.526099,3.92349,0.042324,0.904378,0.221817,0.210853,5.690552,0.219234,0.735641,7.838953,1742615,871307,871308,119.62223052978516,78281.5390625,5.19631290435791,4.992297649383545,25165824,24806368,99225472,148993440,538759432,7895420087,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2_sobb/repeat_00/stats.json
Dragon,cam1,1,ploc_emc2_sobb,gpu,1024,768,32,2,8,43,25,32,4,16,33.75547409057617,2.500258,3.99068,0.040508,0.907242,0.220137,0.206457,5.702986,0.222518,0.783832,7.838747,1742615,871307,871308,119.62223052978516,78281.5390625,5.2388434410095215,5.0353240966796875,25165824,24806368,99225472,148993440,538767904,7895490570,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2_sobb/repeat_01/stats.json
Dragon,cam1,2,ploc_emc2_sobb,gpu,1024,768,32,2,8,44,25,32,4,16,33.5984001159668,2.528963,3.923065,0.042533,0.907242,0.214908,0.209104,5.697251,0.218249,0.7758,7.848578,1742615,871307,871308,119.62223052978516,78281.5390625,5.195716857910156,4.992032527923584,25165824,24806368,99225472,148993440,538779745,7895496305,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2_sobb/repeat_02/stats.json
Dragon,cam1,3,ploc_emc2_sobb,gpu,1024,768,32,2,8,45,25,32,4,16,33.58820343017578,2.4858,3.940948,0.040858,0.905217,0.221113,0.218467,5.72051,0.22412,0.769095,7.881545,1742615,871307,871308,119.62223052978516,78281.5390625,5.193455696105957,4.9915289878845215,25165824,24806368,99225472,148993440,538747707,7895384747,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2_sobb/repeat_03/stats.json
Dragon,cam1,4,ploc_emc2_sobb,gpu,1024,768,32,2,8,46,25,32,4,16,33.63038635253906,2.526029,3.98851,0.044,0.902073,0.220345,0.209662,5.678466,0.222804,0.781038,7.829658,1742615,871307,871308,119.62223052978516,78281.5390625,5.191103935241699,4.989096641540527,25165824,24806368,99225472,148993440,538767604,7895519919,/home/kubik/Diplodocus/diplodocus-project/experiments/runs/Dragon/cam1/ploc_emc2_sobb/repeat_04/stats.json
